well_id,timestamp,barrels_per_day
IQ-OW-001,2021-01-05T09:00:00,2069.50
IQ-OW-001,2021-01-05T10:00:00,2012.29
IQ-OW-001,2021-01-05T11:00:00,2200.68
IQ-OW-001,2021-01-05T12:00:00,2264.67
IQ-OW-001,2021-01-05T13:00:00,2200.52
IQ-OW-001,2021-01-05T14:00:00,2101.80
IQ-OW-001,2021-01-05T15:00:00,2180.51
IQ-OW-001,2021-01-05T16:00:00,2380.15
IQ-OW-001,2021-01-05T17:00:00,2077.23
IQ-OW-001,2021-01-05T18:00:00,2206.77
IQ-OW-001,2021-01-05T19:00:00,2200.57
IQ-OW-001,2021-01-05T20:00:00,2130.06
IQ-OW-001,2021-01-05T21:00:00,2214.88
IQ-OW-001,2021-01-05T22:00:00,2073.71
IQ-OW-001,2021-01-05T23:00:00,2053.10
IQ-OW-001,2021-01-06T00:00:00,2243.72
IQ-OW-001,2021-01-06T01:00:00,2225.48
IQ-OW-001,2021-01-06T02:00:00,2173.77
IQ-OW-001,2021-01-06T03:00:00,2253.74
IQ-OW-001,2021-01-06T04:00:00,2166.99
IQ-OW-001,2021-01-06T05:00:00,2220.46
IQ-OW-001,2021-01-06T06:00:00,2253.29
IQ-OW-001,2021-01-06T07:00:00,2250.28
IQ-OW-001,2021-01-06T08:00:00,2279.99
IQ-OW-001,2021-01-06T09:00:00,2257.87
IQ-OW-001,2021-01-06T10:00:00,2098.39
IQ-OW-001,2021-01-06T11:00:00,2200.51
IQ-OW-001,2021-01-06T12:00:00,2089.04
IQ-OW-001,2021-01-06T13:00:00,1995.77
IQ-OW-001,2021-01-06T14:00:00,2083.26
IQ-OW-001,2021-01-06T15:00:00,2161.42
IQ-OW-001,2021-01-06T16:00:00,2084.78
IQ-OW-001,2021-01-06T17:00:00,2277.30
IQ-OW-001,2021-01-06T18:00:00,2206.49
IQ-OW-001,2021-01-06T19:00:00,2158.48
IQ-OW-001,2021-01-06T20:00:00,2053.15
IQ-OW-001,2021-01-06T21:00:00,2241.43
IQ-OW-001,2021-01-06T22:00:00,2244.63
IQ-OW-001,2021-01-06T23:00:00,2230.04
IQ-OW-001,2021-01-07T00:00:00,2192.64
IQ-OW-001,2021-01-07T01:00:00,2226.85
IQ-OW-001,2021-01-07T02:00:00,2082.96
IQ-OW-001,2021-01-07T03:00:00,2084.69
IQ-OW-001,2021-01-07T04:00:00,2155.88
IQ-OW-001,2021-01-07T05:00:00,2110.35
IQ-OW-001,2021-01-07T06:00:00,2242.94
IQ-OW-001,2021-01-07T07:00:00,2254.40
IQ-OW-001,2021-01-07T08:00:00,2332.99
IQ-OW-001,2021-01-07T09:00:00,2172.24
IQ-OW-001,2021-01-07T10:00:00,2178.62
IQ-OW-001,2021-01-07T11:00:00,2202.25
IQ-OW-001,2021-01-07T12:00:00,2139.22
IQ-OW-001,2021-01-07T13:00:00,2176.91
IQ-OW-001,2021-01-07T14:00:00,2239.41
IQ-OW-001,2021-01-07T15:00:00,2098.36
IQ-OW-001,2021-01-07T16:00:00,2170.79
IQ-OW-001,2021-01-07T17:00:00,2379.56
IQ-OW-001,2021-01-07T18:00:00,2320.11
IQ-OW-001,2021-01-07T19:00:00,2149.66
IQ-OW-001,2021-01-07T20:00:00,2086.01
IQ-OW-001,2021-01-07T21:00:00,2069.77
IQ-OW-001,2021-01-07T22:00:00,2243.29
IQ-OW-001,2021-01-07T23:00:00,2170.28
IQ-OW-001,2021-01-08T00:00:00,2238.84
IQ-OW-001,2021-01-08T01:00:00,2244.41
IQ-OW-001,2021-01-08T02:00:00,2234.08
IQ-OW-001,2021-01-08T03:00:00,2213.89
IQ-OW-001,2021-01-08T04:00:00,2171.90
IQ-OW-001,2021-01-08T05:00:00,2249.70
IQ-OW-001,2021-01-08T06:00:00,2115.45
IQ-OW-001,2021-01-08T07:00:00,2170.95
IQ-OW-001,2021-01-08T08:00:00,2175.08
IQ-OW-001,2021-01-08T09:00:00,2410.12
IQ-OW-001,2021-01-08T10:00:00,2291.32
IQ-OW-001,2021-01-08T11:00:00,2273.97
IQ-OW-001,2021-01-08T12:00:00,2231.87
IQ-OW-001,2021-01-08T13:00:00,2295.02
IQ-OW-001,2021-01-08T14:00:00,2210.42
IQ-OW-001,2021-01-08T15:00:00,2299.26
IQ-OW-001,2021-01-08T16:00:00,2320.92
IQ-OW-001,2021-01-08T17:00:00,2153.38
IQ-OW-001,2021-01-08T18:00:00,2071.77
IQ-OW-001,2021-01-08T19:00:00,2268.71
IQ-OW-001,2021-01-08T20:00:00,2185.44
IQ-OW-001,2021-01-08T21:00:00,2166.10
IQ-OW-001,2021-01-08T22:00:00,2096.87
IQ-OW-001,2021-01-08T23:00:00,2210.21
IQ-OW-001,2021-01-09T00:00:00,2250.63
IQ-OW-001,2021-01-09T01:00:00,2302.47
IQ-OW-001,2021-01-09T02:00:00,2273.59
IQ-OW-001,2021-01-09T03:00:00,2354.37
IQ-OW-001,2021-01-09T04:00:00,2324.77
IQ-OW-001,2021-01-09T05:00:00,2263.97
IQ-OW-001,2021-01-09T06:00:00,2237.44
IQ-OW-001,2021-01-09T07:00:00,2200.55
IQ-OW-001,2021-01-09T08:00:00,2287.71
IQ-OW-001,2021-01-09T09:00:00,2205.27
IQ-OW-001,2021-01-09T10:00:00,2150.05
IQ-OW-001,2021-01-09T11:00:00,2310.61
IQ-OW-001,2021-01-09T12:00:00,2154.94
IQ-OW-001,2021-01-09T13:00:00,2062.06
IQ-OW-001,2021-01-09T14:00:00,2168.87
IQ-OW-001,2021-01-09T15:00:00,2235.11
IQ-OW-001,2021-01-09T16:00:00,2206.62
IQ-OW-001,2021-01-09T17:00:00,2215.15
IQ-OW-001,2021-01-09T18:00:00,2251.48
IQ-OW-001,2021-01-09T19:00:00,2262.85
IQ-OW-001,2021-01-09T20:00:00,0.00
IQ-OW-001,2021-01-09T21:00:00,2214.56
IQ-OW-001,2021-01-09T22:00:00,2245.38
IQ-OW-001,2021-01-09T23:00:00,2214.92
IQ-OW-001,2021-01-10T00:00:00,2237.02
IQ-OW-001,2021-01-10T01:00:00,2158.97
IQ-OW-001,2021-01-10T02:00:00,2163.50
IQ-OW-001,2021-01-10T03:00:00,2086.38
IQ-OW-001,2021-01-10T04:00:00,2277.52
IQ-OW-001,2021-01-10T05:00:00,2055.38
IQ-OW-001,2021-01-10T06:00:00,2344.76
IQ-OW-001,2021-01-10T07:00:00,2298.01
IQ-OW-001,2021-01-10T08:00:00,2178.21
IQ-OW-001,2021-01-10T09:00:00,2041.77
IQ-OW-001,2021-01-10T10:00:00,2273.15
IQ-OW-001,2021-01-10T11:00:00,2066.71
IQ-OW-001,2021-01-10T12:00:00,2234.51
IQ-OW-001,2021-01-10T13:00:00,2191.33
IQ-OW-001,2021-01-10T14:00:00,2063.45
IQ-OW-001,2021-01-10T15:00:00,2318.00
IQ-OW-001,2021-01-10T16:00:00,2267.47
IQ-OW-001,2021-01-10T17:00:00,2129.95
IQ-OW-001,2021-01-10T18:00:00,2143.12
IQ-OW-001,2021-01-10T19:00:00,2135.02
IQ-OW-001,2021-01-10T20:00:00,2277.72
IQ-OW-001,2021-01-10T21:00:00,2324.26
IQ-OW-001,2021-01-10T22:00:00,2191.32
IQ-OW-001,2021-01-10T23:00:00,2171.91
IQ-OW-001,2021-01-11T00:00:00,2283.56
IQ-OW-001,2021-01-11T01:00:00,2108.58
IQ-OW-001,2021-01-11T02:00:00,2236.10
IQ-OW-001,2021-01-11T03:00:00,2303.62
IQ-OW-001,2021-01-11T04:00:00,2146.81
IQ-OW-001,2021-01-11T05:00:00,2254.83
IQ-OW-001,2021-01-11T06:00:00,2212.04
IQ-OW-001,2021-01-11T07:00:00,2092.89
IQ-OW-001,2021-01-11T08:00:00,2220.14
IQ-OW-001,2021-01-11T09:00:00,2309.96
IQ-OW-001,2021-01-11T10:00:00,2183.38
IQ-OW-001,2021-01-11T11:00:00,2139.78
IQ-OW-001,2021-01-11T12:00:00,2066.61
IQ-OW-001,2021-01-11T13:00:00,2278.05
IQ-OW-001,2021-01-11T14:00:00,2224.53
IQ-OW-001,2021-01-11T15:00:00,2095.60
IQ-OW-001,2021-01-11T16:00:00,2207.10
IQ-OW-001,2021-01-11T17:00:00,2228.75
IQ-OW-001,2021-01-11T18:00:00,2229.96
IQ-OW-001,2021-01-11T19:00:00,2073.12
IQ-OW-001,2021-01-11T20:00:00,2283.89
IQ-OW-001,2021-01-11T21:00:00,2248.05
IQ-OW-001,2021-01-11T22:00:00,2199.52
IQ-OW-001,2021-01-11T23:00:00,2168.23
IQ-OW-001,2021-01-12T00:00:00,2318.70
IQ-OW-001,2021-01-12T01:00:00,2175.60
IQ-OW-001,2021-01-12T02:00:00,2098.08
IQ-OW-001,2021-01-12T03:00:00,2218.66
IQ-OW-001,2021-01-12T04:00:00,2194.91
IQ-OW-001,2021-01-12T05:00:00,2178.99
IQ-OW-001,2021-01-12T06:00:00,2232.85
IQ-OW-001,2021-01-12T07:00:00,2206.82
IQ-OW-001,2021-01-12T08:00:00,2214.60
IQ-OW-001,2021-01-12T09:00:00,2122.70
IQ-OW-001,2021-01-12T10:00:00,2365.89
IQ-OW-001,2021-01-12T11:00:00,2144.16
IQ-OW-001,2021-01-12T12:00:00,2199.63
IQ-OW-001,2021-01-12T13:00:00,2246.32
IQ-OW-001,2021-01-12T14:00:00,2008.54
IQ-OW-001,2021-01-12T15:00:00,2208.56
IQ-OW-001,2021-01-12T16:00:00,2217.84
IQ-OW-001,2021-01-12T17:00:00,2100.00
IQ-OW-001,2021-01-12T18:00:00,2183.25
IQ-OW-001,2021-01-12T19:00:00,2232.12
IQ-OW-001,2021-01-12T20:00:00,2295.20
IQ-OW-001,2021-01-12T21:00:00,2175.28
IQ-OW-001,2021-01-12T22:00:00,2136.25
IQ-OW-001,2021-01-12T23:00:00,1997.70
IQ-OW-001,2021-01-13T00:00:00,2237.28
IQ-OW-001,2021-01-13T01:00:00,2151.87
IQ-OW-001,2021-01-13T02:00:00,2341.86
IQ-OW-001,2021-01-13T03:00:00,2362.00
IQ-OW-001,2021-01-13T04:00:00,2070.00
IQ-OW-001,2021-01-13T05:00:00,2214.23
IQ-OW-001,2021-01-13T06:00:00,2249.89
IQ-OW-001,2021-01-13T07:00:00,2223.72
IQ-OW-001,2021-01-13T08:00:00,2111.82
IQ-OW-001,2021-01-13T09:00:00,2165.33
IQ-OW-001,2021-01-13T10:00:00,2140.63
IQ-OW-001,2021-01-13T11:00:00,2254.70
IQ-OW-001,2021-01-13T12:00:00,2228.25
IQ-OW-001,2021-01-13T13:00:00,2359.86
IQ-OW-001,2021-01-13T14:00:00,2153.11
IQ-OW-001,2021-01-13T15:00:00,2208.41
IQ-OW-001,2021-01-13T16:00:00,2191.42
IQ-OW-001,2021-01-13T17:00:00,2217.23
IQ-OW-001,2021-01-13T18:00:00,2257.86
IQ-OW-001,2021-01-13T19:00:00,2272.33
IQ-OW-001,2021-01-13T20:00:00,2210.35
IQ-OW-001,2021-01-13T21:00:00,2244.14
IQ-OW-001,2021-01-13T22:00:00,2122.41
IQ-OW-001,2021-01-13T23:00:00,2178.19
IQ-OW-001,2021-01-14T00:00:00,2118.77
IQ-OW-001,2021-01-14T01:00:00,2209.90
IQ-OW-001,2021-01-14T02:00:00,2197.82
IQ-OW-001,2021-01-14T03:00:00,2149.67
IQ-OW-001,2021-01-14T04:00:00,2114.04
IQ-OW-001,2021-01-14T05:00:00,2113.66
IQ-OW-001,2021-01-14T06:00:00,2322.79
IQ-OW-001,2021-01-14T07:00:00,2177.00
IQ-OW-001,2021-01-14T08:00:00,2124.95
IQ-OW-001,2021-01-14T09:00:00,2168.87
IQ-OW-001,2021-01-14T10:00:00,2144.06
IQ-OW-001,2021-01-14T11:00:00,2307.26
IQ-OW-001,2021-01-14T12:00:00,2191.52
IQ-OW-001,2021-01-14T13:00:00,2116.60
IQ-OW-001,2021-01-14T14:00:00,2335.22
IQ-OW-001,2021-01-14T15:00:00,2293.92
IQ-OW-001,2021-01-14T16:00:00,2174.87
IQ-OW-001,2021-01-14T17:00:00,2172.34
IQ-OW-001,2021-01-14T18:00:00,2136.38
IQ-OW-001,2021-01-14T19:00:00,2225.90
IQ-OW-001,2021-01-14T20:00:00,2205.33
IQ-OW-001,2021-01-14T21:00:00,2237.24
IQ-OW-001,2021-01-14T22:00:00,2122.42
IQ-OW-001,2021-01-14T23:00:00,2209.56
IQ-OW-001,2021-01-15T00:00:00,2132.64
IQ-OW-001,2021-01-15T01:00:00,2201.37
IQ-OW-001,2021-01-15T02:00:00,2291.95
IQ-OW-001,2021-01-15T03:00:00,2194.72
IQ-OW-001,2021-01-15T04:00:00,2148.89
IQ-OW-001,2021-01-15T05:00:00,2270.66
IQ-OW-001,2021-01-15T06:00:00,2277.24
IQ-OW-001,2021-01-15T07:00:00,2224.57
IQ-OW-001,2021-01-15T08:00:00,2253.19
IQ-OW-001,2021-01-15T09:00:00,2203.47
IQ-OW-001,2021-01-15T10:00:00,2286.70
IQ-OW-001,2021-01-15T11:00:00,2269.38
IQ-OW-001,2021-01-15T12:00:00,2163.62
IQ-OW-001,2021-01-15T13:00:00,2279.01
IQ-OW-001,2021-01-15T14:00:00,2288.09
IQ-OW-001,2021-01-15T15:00:00,2148.48
IQ-OW-001,2021-01-15T16:00:00,2119.75
IQ-OW-001,2021-01-15T17:00:00,2128.59
IQ-OW-001,2021-01-15T18:00:00,2222.53
IQ-OW-001,2021-01-15T19:00:00,2296.92
IQ-OW-001,2021-01-15T20:00:00,2380.96
IQ-OW-001,2021-01-15T21:00:00,2217.31
IQ-OW-001,2021-01-15T22:00:00,2254.90
IQ-OW-001,2021-01-15T23:00:00,2111.90
IQ-OW-001,2021-01-16T00:00:00,2215.83
IQ-OW-001,2021-01-16T01:00:00,2045.63
IQ-OW-001,2021-01-16T02:00:00,2072.04
IQ-OW-001,2021-01-16T03:00:00,2191.21
IQ-OW-001,2021-01-16T04:00:00,2154.03
IQ-OW-001,2021-01-16T05:00:00,2304.17
IQ-OW-001,2021-01-16T06:00:00,2162.89
IQ-OW-001,2021-01-16T07:00:00,2244.42
IQ-OW-001,2021-01-16T08:00:00,2071.73
IQ-OW-001,2021-01-16T09:00:00,2198.27
IQ-OW-001,2021-01-16T10:00:00,2232.38
IQ-OW-001,2021-01-16T11:00:00,2328.54
IQ-OW-001,2021-01-16T12:00:00,2201.87
IQ-OW-001,2021-01-16T13:00:00,2166.15
IQ-OW-001,2021-01-16T14:00:00,2214.12
IQ-OW-001,2021-01-16T15:00:00,2187.67
IQ-OW-001,2021-01-16T16:00:00,2194.22
IQ-OW-001,2021-01-16T17:00:00,2247.58
IQ-OW-001,2021-01-16T18:00:00,2210.22
IQ-OW-001,2021-01-16T19:00:00,2290.92
IQ-OW-001,2021-01-16T20:00:00,2156.34
IQ-OW-001,2021-01-16T21:00:00,2133.41
IQ-OW-001,2021-01-16T22:00:00,2189.55
IQ-OW-001,2021-01-16T23:00:00,2177.03
IQ-OW-001,2021-01-17T00:00:00,2250.48
IQ-OW-001,2021-01-17T01:00:00,2180.16
IQ-OW-001,2021-01-17T02:00:00,2300.51
IQ-OW-001,2021-01-17T03:00:00,2232.43
IQ-OW-001,2021-01-17T04:00:00,2201.57
IQ-OW-001,2021-01-17T05:00:00,2160.76
IQ-OW-001,2021-01-17T06:00:00,2177.10
IQ-OW-001,2021-01-17T07:00:00,2199.76
IQ-OW-001,2021-01-17T08:00:00,2092.07
IQ-OW-001,2021-01-17T09:00:00,0.00
IQ-OW-001,2021-01-17T10:00:00,2106.93
IQ-OW-001,2021-01-17T11:00:00,2205.08
IQ-OW-001,2021-01-17T12:00:00,2275.58
IQ-OW-001,2021-01-17T13:00:00,2138.01
IQ-OW-001,2021-01-17T14:00:00,2220.87
IQ-OW-001,2021-01-17T15:00:00,2246.25
IQ-OW-001,2021-01-17T16:00:00,2254.00
IQ-OW-001,2021-01-17T17:00:00,2148.08
IQ-OW-001,2021-01-17T18:00:00,2197.92
IQ-OW-001,2021-01-17T19:00:00,2349.10
IQ-OW-001,2021-01-17T20:00:00,2119.36
IQ-OW-001,2021-01-17T21:00:00,2336.61
IQ-OW-001,2021-01-17T22:00:00,2326.04
IQ-OW-001,2021-01-17T23:00:00,2129.30
IQ-OW-001,2021-01-18T00:00:00,2198.22
IQ-OW-001,2021-01-18T01:00:00,2109.43
IQ-OW-001,2021-01-18T02:00:00,2337.96
IQ-OW-001,2021-01-18T03:00:00,2112.77
IQ-OW-001,2021-01-18T04:00:00,2231.15
IQ-OW-001,2021-01-18T05:00:00,2210.54
IQ-OW-001,2021-01-18T06:00:00,2194.48
IQ-OW-001,2021-01-18T07:00:00,2230.45
IQ-OW-001,2021-01-18T08:00:00,2170.19
IQ-OW-001,2021-01-18T09:00:00,2141.69
IQ-OW-001,2021-01-18T10:00:00,2147.84
IQ-OW-001,2021-01-18T11:00:00,2408.78
IQ-OW-001,2021-01-18T12:00:00,2221.72
IQ-OW-001,2021-01-18T13:00:00,2092.58
IQ-OW-001,2021-01-18T14:00:00,2190.80
IQ-OW-001,2021-01-18T15:00:00,2117.22
IQ-OW-001,2021-01-18T16:00:00,2199.14
IQ-OW-001,2021-01-18T17:00:00,2111.66
IQ-OW-001,2021-01-18T18:00:00,2094.69
IQ-OW-001,2021-01-18T19:00:00,2220.16
IQ-OW-001,2021-01-18T20:00:00,2158.47
IQ-OW-001,2021-01-18T21:00:00,2134.65
IQ-OW-001,2021-01-18T22:00:00,2209.45
IQ-OW-001,2021-01-18T23:00:00,2307.86
IQ-OW-001,2021-01-19T00:00:00,2115.52
IQ-OW-001,2021-01-19T01:00:00,2194.17
IQ-OW-001,2021-01-19T02:00:00,2274.69
IQ-OW-001,2021-01-19T03:00:00,2148.55
IQ-OW-001,2021-01-19T04:00:00,2158.42
IQ-OW-001,2021-01-19T05:00:00,2257.27
IQ-OW-001,2021-01-19T06:00:00,2231.80
IQ-OW-001,2021-01-19T07:00:00,2133.66
IQ-OW-001,2021-01-19T08:00:00,2170.54
IQ-OW-001,2021-01-19T09:00:00,2112.78
IQ-OW-001,2021-01-19T10:00:00,2117.10
IQ-OW-001,2021-01-19T11:00:00,2204.34
IQ-OW-001,2021-01-19T12:00:00,2142.64
IQ-OW-001,2021-01-19T13:00:00,2201.88
IQ-OW-001,2021-01-19T14:00:00,2213.24
IQ-OW-001,2021-01-19T15:00:00,2059.42
IQ-OW-001,2021-01-19T16:00:00,2259.28
IQ-OW-001,2021-01-19T17:00:00,2178.85
IQ-OW-001,2021-01-19T18:00:00,2306.98
IQ-OW-001,2021-01-19T19:00:00,2235.04
IQ-OW-001,2021-01-19T20:00:00,2292.04
IQ-OW-001,2021-01-19T21:00:00,2320.75
IQ-OW-001,2021-01-19T22:00:00,2201.73
IQ-OW-001,2021-01-19T23:00:00,2093.90
IQ-OW-001,2021-01-20T00:00:00,2146.29
IQ-OW-001,2021-01-20T01:00:00,2288.83
IQ-OW-001,2021-01-20T02:00:00,2131.00
IQ-OW-001,2021-01-20T03:00:00,2231.78
IQ-OW-001,2021-01-20T04:00:00,2269.67
IQ-OW-001,2021-01-20T05:00:00,2217.94
IQ-OW-001,2021-01-20T06:00:00,2198.99
IQ-OW-001,2021-01-20T07:00:00,2263.18
IQ-OW-001,2021-01-20T08:00:00,2292.42
IQ-OW-001,2021-01-20T09:00:00,2153.43
IQ-OW-001,2021-01-20T10:00:00,2147.68
IQ-OW-001,2021-01-20T11:00:00,2216.13
IQ-OW-001,2021-01-20T12:00:00,2163.68
IQ-OW-001,2021-01-20T13:00:00,2085.59
IQ-OW-001,2021-01-20T14:00:00,2149.63
IQ-OW-001,2021-01-20T15:00:00,2334.72
IQ-OW-001,2021-01-20T16:00:00,2142.92
IQ-OW-001,2021-01-20T17:00:00,2146.85
IQ-OW-001,2021-01-20T18:00:00,2261.71
IQ-OW-001,2021-01-20T19:00:00,2272.14
IQ-OW-001,2021-01-20T20:00:00,2195.24
IQ-OW-001,2021-01-20T21:00:00,2245.74
IQ-OW-001,2021-01-20T22:00:00,2096.69
IQ-OW-001,2021-01-20T23:00:00,2373.99
IQ-OW-001,2021-01-21T00:00:00,2309.60
IQ-OW-001,2021-01-21T01:00:00,2076.00
IQ-OW-001,2021-01-21T02:00:00,2264.40
IQ-OW-001,2021-01-21T03:00:00,2157.17
IQ-OW-001,2021-01-21T04:00:00,2194.88
IQ-OW-001,2021-01-21T05:00:00,2202.75
IQ-OW-001,2021-01-21T06:00:00,2153.03
IQ-OW-001,2021-01-21T07:00:00,2286.10
IQ-OW-001,2021-01-21T08:00:00,2213.14
IQ-OW-001,2021-01-21T09:00:00,2251.21
IQ-OW-001,2021-01-21T10:00:00,2093.08
IQ-OW-001,2021-01-21T11:00:00,2178.30
IQ-OW-001,2021-01-21T12:00:00,2154.20
IQ-OW-001,2021-01-21T13:00:00,2205.45
IQ-OW-001,2021-01-21T14:00:00,2187.53
IQ-OW-001,2021-01-21T15:00:00,2221.24
IQ-OW-001,2021-01-21T16:00:00,2196.22
IQ-OW-001,2021-01-21T17:00:00,2380.47
IQ-OW-001,2021-01-21T18:00:00,2122.99
IQ-OW-001,2021-01-21T19:00:00,2236.37
IQ-OW-001,2021-01-21T20:00:00,2164.92
IQ-OW-001,2021-01-21T21:00:00,2408.61
IQ-OW-001,2021-01-21T22:00:00,2190.73
IQ-OW-001,2021-01-21T23:00:00,2172.46
IQ-OW-001,2021-01-22T00:00:00,2236.96
IQ-OW-001,2021-01-22T01:00:00,2184.52
IQ-OW-001,2021-01-22T02:00:00,2077.60
IQ-OW-001,2021-01-22T03:00:00,2330.60
IQ-OW-001,2021-01-22T04:00:00,2307.70
IQ-OW-001,2021-01-22T05:00:00,2245.42
IQ-OW-001,2021-01-22T06:00:00,2236.57
IQ-OW-001,2021-01-22T07:00:00,2157.02
IQ-OW-001,2021-01-22T08:00:00,2129.17
IQ-OW-001,2021-01-22T09:00:00,2215.14
IQ-OW-001,2021-01-22T10:00:00,2260.64
IQ-OW-001,2021-01-22T11:00:00,2241.62
IQ-OW-001,2021-01-22T12:00:00,2175.71
